composite_key,q_id,region,state,county,utility,developer,fuel_bucketed,mw_total,q_year,viability,confidence
1335_CAISO_CA_2016.0,1335,CAISO,CA,Kern,SCE,,Solar+Battery,186.875,2016.0,0.15120275,unvalidated
G0535_West_WA_2016.0,G0535,West,WA,Walla Walla,Bonneville Power Administration,,Hydro,210.0,2016.0,0.15120275,validated
957700_Southeast_NC_2024.0,957700,Southeast,NC,Richmond,Duke Energy Progress,Duke Energy Progress LLC,Gas,35.0,2024.0,0.15120275,validated
957712_Southeast_NC_2024.0,957712,Southeast,NC,New Hanover,Duke Energy Progress,Duke Energy Progress LLC,Gas,17.0,2024.0,0.15120275,validated
956475_Southeast_SC_2024.0,956475,Southeast,SC,Anderson,Duke Energy Carolinas,,Gas,30.0,2024.0,0.15120275,validated
1566_ISO-NE_ME_2024.0,1566,ISO-NE,ME,Aroostook,,,Wind,197.399993896484,2024.0,0.15120275,validated
956974_Southeast_NC_2024.0,956974,Southeast,NC,Rockingham,Duke Energy Carolinas,,Gas,40.0,2024.0,0.15120275,validated
956971_Southeast_NC_2024.0,956971,Southeast,NC,Rowan,Duke Energy Carolinas,,Gas,28.0,2024.0,0.15120275,validated
AG1-394_PJM_VA_2020.0,AG1-394,PJM,VA,Southampton,Dominion,,Solar,14.2,2020.0,0.15120275,validated
AG1-393_PJM_VA_2020.0,AG1-393,PJM,VA,Dinwiddie,Dominion,,Solar,20.0,2020.0,0.15120275,validated
AG1-499_PJM_NJ_2020.0,AG1-499,PJM,NJ,Gloucester,AEC,,Solar,10.0,2020.0,0.15120275,validated
AG1-415_PJM_VA_2020.0,AG1-415,PJM,VA,Clarke,APS,,Solar,50.0,2020.0,0.15120275,validated
AG1-189_PJM_NJ_2020.0,AG1-189,PJM,NJ,Ocean,JCPL,,Solar,12.0,2020.0,0.15120275,validated
AG1-552_PJM_NC_2020.0,AG1-552,PJM,NC,Northampton,Dominion,,Solar,18.0,2020.0,0.15120275,validated
AG1-318_PJM_MD_2020.0,AG1-318,PJM,MD,Worcester,DPL,,Battery,1.0,2020.0,0.15120275,validated
AG1-281_PJM_PA_2020.0,AG1-281,PJM,PA,Blair,PENELEC,,Solar,20.0,2020.0,0.15120275,validated
1567_ISO-NE_MA_2024.0,1567,ISO-NE,MA,Middlesex,,,Battery,514.799987792968,2024.0,0.15120275,validated
27INR0261_ERCOT_TX_2024.0,27INR0261,ERCOT,TX,Schleicher,,Tippsol,Solar,60.16,2024.0,0.15120275,unvalidated_ercot_bias
1571_ISO-NE_MA_2024.0,1571,ISO-NE,MA,Worcester,,,Battery,19.7299995422363,2024.0,0.15120275,validated
28INR0090_ERCOT_TX_2024.0,28INR0090,ERCOT,TX,Wharton,,EmberGreen Energy Center,Gas,900.0,2024.0,0.15120275,unvalidated_ercot_bias
28INR0086_ERCOT_TX_2024.0,28INR0086,ERCOT,TX,Upton,,Invenergy Energy Transition Development LLC,Gas,888.0,2024.0,0.15120275,unvalidated_ercot_bias
27INR0301_ERCOT_TX_2024.0,27INR0301,ERCOT,TX,Medina,,"Hondo Creek Solar, LLC",Solar,60.4,2024.0,0.15120275,unvalidated_ercot_bias
S1052_MISO_IL_2024.0,S1052,MISO,IL,Cumberland,AMEREN ILLINOIS,,Other_combined,150.0,2024.0,0.15120275,unvalidated
958348_Southeast_NC_2024.0,958348,Southeast,NC,Person,Duke Energy Progress,"Duke Energy Progress, LLC",Gas,89.0,2024.0,0.15120275,validated
957509_Southeast_NC_2024.0,957509,Southeast,NC,Rockingham,Duke Energy Carolinas,,Gas,33.0,2024.0,0.15120275,validated
957510_Southeast_NC_2024.0,957510,Southeast,NC,Rockingham,Duke Energy Carolinas,,Gas,33.0,2024.0,0.15120275,validated
957511_Southeast_NC_2024.0,957511,Southeast,NC,Rockingham,Duke Energy Carolinas,,Gas,33.0,2024.0,0.15120275,validated
AG1-377_PJM_PA_2020.0,AG1-377,PJM,PA,Centre,PENELEC,,Solar,20.0,2020.0,0.15120275,validated
AG1-342_PJM_VA_2020.0,AG1-342,PJM,VA,Halifax,Dominion,,Solar,36.0,2020.0,0.15120275,validated
AG1-450_PJM_MD_2020.0,AG1-450,PJM,MD,Dorchester,DPL,,Battery,25.0,2020.0,0.15120275,validated
AG1-513_PJM_IL_2020.0,AG1-513,PJM,IL,Will,ComEd,,Battery,10.0,2020.0,0.15120275,validated
AG1-348_PJM_NJ_2020.0,AG1-348,PJM,NJ,Warren,JCPL,,Solar,19.8,2020.0,0.15120275,validated
AG2-005_PJM_VA_2020.0,AG2-005,PJM,VA,Lancaster,Dominion,,Solar,20.0,2020.0,0.15120275,validated
AG1-386_PJM_PA_2020.0,AG1-386,PJM,PA,Washington,APS,,Solar,20.0,2020.0,0.15120275,validated
AG1-038_PJM_VA_2020.0,AG1-038,PJM,VA,Lancaster,Dominion,,Solar,45.0,2020.0,0.15120275,validated
1542_ISO-NE_MA_2024.0,1542,ISO-NE,MA,Hampden,,,Battery,202.070007324218,2024.0,0.15120275,validated
1541_ISO-NE_MA_2024.0,1541,ISO-NE,MA,Middlesex,,,Battery,101.0,2024.0,0.15120275,validated
1545_ISO-NE_MA_2024.0,1545,ISO-NE,MA,Franklin,,,Battery,100.752098083496,2024.0,0.15120275,validated
1546_ISO-NE_MA_2024.0,1546,ISO-NE,MA,Berkshire,,,Battery,202.070007324218,2024.0,0.15120275,validated
CLPT G30_West_WY_2024.0,CLPT G30,West,WY,Laramie,Black Hills Cheyenne Light Fuel and Power Transmission,Black Hills Electric Generation,Gas,115.0,2024.0,0.15120275,validated
CLPT G31_West_WY_2024.0,CLPT G31,West,WY,Laramie,Black Hills Cheyenne Light Fuel and Power Transmission,"Cheyenne Light, Fuel & Power",Gas,130.0,2024.0,0.15120275,validated
1551_ISO-NE_MA_2024.0,1551,ISO-NE,MA,Worcester,,,Battery,190.0,2024.0,0.15120275,validated
AG1-460_PJM_IL_2020.0,AG1-460,PJM,IL,Christian,ComEd,,Battery,30.0,2020.0,0.15120275,validated
AG1-495_PJM_NJ_2020.0,AG1-495,PJM,NJ,Hunterdon,JCPL,,Solar,19.8,2020.0,0.15120275,validated
1558_ISO-NE_MA_2024.0,1558,ISO-NE,MA,Bristol,,,Battery,141.5,2024.0,0.15120275,validated
AG1-486_PJM_PA_2020.0,AG1-486,PJM,PA,Adams,ME,,Battery,15.0,2020.0,0.15120275,validated
AG1-485_PJM_PA_2020.0,AG1-485,PJM,PA,Allegheny,DL,,Battery,55.0,2020.0,0.15120275,validated
1547_ISO-NE_ME_2024.0,1547,ISO-NE,ME,Penobscot,,,Solar,19.6000003814697,2024.0,0.15120275,validated
PIS056_West_UT_2024.0,PIS056,West,UT,Emery,PacifiCorp,PacifiCorp,Solar,178.0,2024.0,0.15120275,validated
PIS057_West_UT_2024.0,PIS057,West,UT,Emery,PacifiCorp,PacifiCorp,Solar,125.0,2024.0,0.15120275,validated
27INR0256_ERCOT_TX_2024.0,27INR0256,ERCOT,TX,Matagorda,,"Paddlewheel Solar, LLC",Battery,50.0,2024.0,0.15120275,unvalidated_ercot_bias
279_Southeast_SC_2024.0,279,Southeast,SC,Allendale,Santee Cooper,,Solar+Battery,65.0,2024.0,0.15120275,validated
1560_ISO-NE_MA_2024.0,1560,ISO-NE,MA,Bristol,,,Battery,133.796005249023,2024.0,0.15120275,validated
1556_ISO-NE_MA_2024.0,1556,ISO-NE,MA,Worcester,,,Battery,204.817993164062,2024.0,0.15120275,validated
1561_ISO-NE_CT_2024.0,1561,ISO-NE,CT,Litchfield,,,Battery,141.600006103515,2024.0,0.15120275,validated
J3742_MISO_MN_2024.0,J3742,MISO,MN,Otter Tail,GREAT RIVER ENERGY,,Solar+Battery,160.0,2024.0,0.15120275,unvalidated
1564_ISO-NE_VT_2024.0,1564,ISO-NE,VT,Windham,,,Battery,100.955001831054,2024.0,0.15120275,validated
1559_ISO-NE_CT_2024.0,1559,ISO-NE,CT,New London,,,Battery,93.1999969482422,2024.0,0.15120275,validated
1563_ISO-NE_ME_2024.0,1563,ISO-NE,ME,Somerset,,,Solar,165.0,2024.0,0.15120275,validated
1555_ISO-NE_MA_2024.0,1555,ISO-NE,MA,Essex,,,Battery,214.156799316406,2024.0,0.15120275,validated
AG1-494_PJM_VA_2020.0,AG1-494,PJM,VA,Amherst,AEP,,Battery,50.0,2020.0,0.15120275,validated
AG1-259_PJM_PA_2020.0,AG1-259,PJM,PA,Northumberland,PPL,,Solar,15.9,2020.0,0.15120275,validated
R1054_MISO_IL_2024.0,R1054,MISO,IL,Tazewell,AMEREN ILLINOIS,,Other_combined,261.0,2024.0,0.15120275,unvalidated
R1055_MISO_IL_2024.0,R1055,MISO,IL,Peoria,AMEREN ILLINOIS,,Other_combined,322.0,2024.0,0.15120275,unvalidated
29INR0031_ERCOT_TX_2024.0,29INR0031,ERCOT,TX,Briscoe,,"IP Blackwell, LLC",Wind,658.8,2024.0,0.15120275,unvalidated_ercot_bias
29INR0030_ERCOT_TX_2024.0,29INR0030,ERCOT,TX,Briscoe,,"IP Blackwell, LLC",Solar,502.1,2024.0,0.15120275,unvalidated_ercot_bias
29INR0034_ERCOT_TX_2024.0,29INR0034,ERCOT,TX,Castro,,"IP Cavell, LLC",Solar,502.1,2024.0,0.15120275,unvalidated_ercot_bias
29INR0035_ERCOT_TX_2024.0,29INR0035,ERCOT,TX,Castro,,"IP Cavell, LLC",Wind,658.8,2024.0,0.15120275,unvalidated_ercot_bias
27INR0084_ERCOT_TX_2024.0,27INR0084,ERCOT,TX,Cameron,,Aegle Power LLC,Gas,1536.4,2024.0,0.15120275,unvalidated_ercot_bias
1580_ISO-NE_MA_2024.0,1580,ISO-NE,MA,Middlesex,,,Battery,9.97999954223632,2024.0,0.15120275,validated
1582_ISO-NE_MA_2024.0,1582,ISO-NE,MA,Worcester,,,Battery,3.0,2024.0,0.15120275,validated
1579_ISO-NE_MA_2024.0,1579,ISO-NE,MA,Middlesex,,,Battery,4.99599981307983,2024.0,0.15120275,validated
AG1-210_PJM_VA_2020.0,AG1-210,PJM,VA,Richmond,Dominion,,Battery,10.0,2020.0,0.15120275,validated
AG1-223_PJM_NJ_2020.0,AG1-223,PJM,NJ,Monmouth,JCPL,,Solar,15.4,2020.0,0.15120275,validated
AG1-221_PJM_VA_2020.0,AG1-221,PJM,VA,Loudoun,Dominion,,Battery,50.0,2020.0,0.15120275,validated
AG1-469_PJM_VA_2020.0,AG1-469,PJM,VA,Louisa,Dominion,,Solar,14.04,2020.0,0.15120275,validated
Q227_West_AZ_2015.0,Q227,West,AZ,Yuma,Arizona Public Service,,Solar+Battery,500.0,2015.0,0.15120275,validated
Q49_West_UT_2015.0,Q49,West,UT,Millard,Los Angeles Department of Water and Power,Intermountain Power Agency,Solar+Battery,600.0,2015.0,0.15120275,validated
AB1-056_PJM_DE_2015.0,AB1-056,PJM,DE,Sussex,DPL,,Other_combined,247.8,2015.0,0.15120275,validated
AB1-089_PJM_IL_2015.0,AB1-089,PJM,IL,Lee,ComEd,,Gas,575.0,2015.0,0.15120275,validated
AB1-087_PJM_IN_2015.0,AB1-087,PJM,IN,Sullivan,AEP,,Gas,575.0,2015.0,0.15120275,validated
GEN-2015-066_SPP_OK_2015.0,GEN-2015-066,SPP,OK,Pawnee,OGE,,Wind,248.4,2015.0,0.15120275,unvalidated
C24-064_NYISO_NY_2024.0,C24-064,NYISO,NY,Delaware,NYSEG,"EDF Renewables Development, Inc.",Battery,135.0,2024.0,0.15120275,unvalidated
S0032_West_UT_2024.0,S0032,West,UT,Beaver,PacifiCorp,,Other_combined,19.21,2024.0,0.15120275,validated
AG1-168_PJM_VA_2020.0,AG1-168,PJM,VA,Nottoway,Dominion,,Solar,15.0,2020.0,0.15120275,validated
AG1-171_PJM_VA_2020.0,AG1-171,PJM,VA,Surry,Dominion,,Solar,20.0,2020.0,0.15120275,validated
AG1-172_PJM_VA_2020.0,AG1-172,PJM,VA,Surry,Dominion,,Solar,20.0,2020.0,0.15120275,validated
AG1-173_PJM_VA_2020.0,AG1-173,PJM,VA,Surry,Dominion,,Solar,20.0,2020.0,0.15120275,validated
AG1-165_PJM_PA_2020.0,AG1-165,PJM,PA,Luzerne,PPL,,Solar,20.0,2020.0,0.15120275,validated
Company KO_West_NV_2020.0,Company KO,West,NV,Lyon,NV Energy,,Other_combined,4.8,2020.0,0.15120275,validated
AG1-188_PJM_NJ_2020.0,AG1-188,PJM,NJ,Ocean,JCPL,,Solar,19.8,2020.0,0.15120275,validated
IA-PNM-2015-01_West_NM_2015.0,IA-PNM-2015-01,West,NM,Doa Ana Cty,Public Service Company of New Mexico,,Other_combined,29.0,2015.0,0.15120275,validated
AG1-378_PJM_PA_2020.0,AG1-378,PJM,PA,Centre,PENELEC,,Solar,20.0,2020.0,0.15120275,validated
AG1-512_PJM_IL_2020.0,AG1-512,PJM,IL,Will,ComEd,,Battery,40.0,2020.0,0.15120275,validated
AG1-514_PJM_PA_2020.0,AG1-514,PJM,PA,Allegheny,APS,,Battery,10.0,2020.0,0.15120275,validated
AG1-515_PJM_PA_2020.0,AG1-515,PJM,PA,Franklin,APS,,Battery,10.0,2020.0,0.15120275,validated
AG1-532_PJM_VA_2020.0,AG1-532,PJM,VA,Greensville,Dominion,,Solar,13.5,2020.0,0.15120275,validated
AG1-508_PJM_VA_2020.0,AG1-508,PJM,VA,Grayson,AEP,,Wind,63.3,2020.0,0.15120275,validated
Q236/272_West_AZ_2016.0,Q236/272,West,AZ,Yuma,Arizona Public Service,,Solar+Battery,70.0,2016.0,0.15120275,validated
GEN-2016-071_SPP_OK_2016.0,GEN-2016-071,SPP,OK,Kay,OGE,,Wind,169.2,2016.0,0.15120275,unvalidated
GEN-2016-075_SPP_NE_2016.0,GEN-2016-075,SPP,NE,Holt,WAPA,,Wind,50.0,2016.0,0.15120275,unvalidated
GEN-2016-074_SPP_NE_2016.0,GEN-2016-074,SPP,NE,Custer,NPPD,,Wind,200.0,2016.0,0.15120275,unvalidated
AB2-085_PJM_OH_2016.0,AB2-085,PJM,OH,Adams,AEP,,Solar,49.9,2016.0,0.15120275,validated
AB2-133_PJM_MD_2016.0,AB2-133,PJM,MD,Kent,DPL,,Solar,55.8,2016.0,0.15120275,validated
AB2-136_PJM_MD_2016.0,AB2-136,PJM,MD,Dorchester,DPL,,Solar,51.1,2016.0,0.15120275,validated
AB2-135_PJM_MD_2016.0,AB2-135,PJM,MD,Queen Anne's,DPL,,Solar,64.0,2016.0,0.15120275,validated
957447_Southeast_NC_2024.0,957447,Southeast,NC,Rockingham,Duke Energy Carolinas,,Gas,33.0,2024.0,0.15120275,validated
AG1-260_PJM_PA_2020.0,AG1-260,PJM,PA,Northumberland,PPL,,Solar,15.9,2020.0,0.15120275,validated
956469_Southeast_SC_2024.0,956469,Southeast,SC,Oconee,Duke Energy Carolinas,,Hydro,192.0,2024.0,0.15120275,validated
AG1-282_PJM_VA_2020.0,AG1-282,PJM,VA,Essex,Dominion,,Solar,20.0,2020.0,0.15120275,validated
AG1-301_PJM_PA_2020.0,AG1-301,PJM,PA,Huntingdon,PENELEC,,Solar,20.0,2020.0,0.15120275,validated
AG1-366_PJM_IN_2020.0,AG1-366,PJM,IN,Allen,AEP,,Battery,50.0,2020.0,0.15120275,validated
957437_Southeast_NC_2024.0,957437,Southeast,NC,Rockingham,Duke Energy Carolinas,,Gas,33.0,2024.0,0.15120275,validated
G1068_West_WA_2024.0,G1068,West,WA,Clark,Bonneville Power Administration,,Solar,1.0,2024.0,0.15120275,validated
957699_Southeast_NC_2024.0,957699,Southeast,NC,Wayne,Duke Energy Progress,"Duke Energy Progress, LLC.",Gas,10.0,2024.0,0.15120275,validated
957101_Southeast_SC_2024.0,957101,Southeast,SC,Cherokee,Duke Energy Carolinas,,Gas,156.0,2024.0,0.15120275,validated
957349_Southeast_SC_2024.0,957349,Southeast,SC,Oconee,Duke Energy Carolinas,,Hydro,112.0,2024.0,0.15120275,validated
J3815_MISO_LA_2024.0,J3815,MISO,LA,St. Charles Parish,ENTERGY LOUISIANA,,Other_combined,153.1,2024.0,0.15120275,unvalidated
731_West_OR_2016.0,731,West,OR,Crook,PacifiCorp,Prineville Solar Energy LLC,Solar+Battery,55.0,2016.0,0.15120275,validated
R1056_MISO_IL_2024.0,R1056,MISO,IL,Tazewell,AMEREN ILLINOIS,,Other_combined,184.71,2024.0,0.15120275,unvalidated
AB1-124_PJM_MD_2015.0,AB1-124,PJM,MD,Frederick,APS,,Solar,20.0,2015.0,0.15120275,validated
AB1-125_PJM_MD_2015.0,AB1-125,PJM,MD,Frederick,APS,,Solar,15.0,2015.0,0.15120275,validated
J1572_MISO_MN_2020.0,J1572,MISO,MN,Faribault,NORTHERN STATES POWER COMPANY,,Solar+Battery,150.0,2020.0,0.15120275,unvalidated
956161_Southeast_NC_2024.0,956161,Southeast,NC,Wayne,Duke Energy Progress,Duke Energy Progress LLC,Battery,150.0,2024.0,0.15120275,validated
AI2-437_PJM_NJ_2023.0,AI2-437,PJM,NJ,Warren,JCPL,,Solar,20.0,2023.0,0.15120275,validated
AI2-486_PJM_PA_2023.0,AI2-486,PJM,PA,Fayette,APS,,Solar,14.0,2023.0,0.15120275,validated
AI2-460_PJM_IL_2023.0,AI2-460,PJM,IL,Kankakee,ComEd,,Solar,36.0,2023.0,0.15120275,validated
AI2-490_PJM_MD_2023.0,AI2-490,PJM,MD,Allegany,APS,,Wind,31.9,2023.0,0.15120275,validated
AI2-485_PJM_PA_2023.0,AI2-485,PJM,PA,Butler,APS,,Solar,14.0,2023.0,0.15120275,validated
G0594_West_OR_2018.0,G0594,West,OR,Lane,Bonneville Power Administration,,Solar,1.0,2018.0,0.15120275,validated
AE1-056_PJM_VA_2018.0,AE1-056,PJM,VA,Appomattox,Dominion,,Solar,60.0,2018.0,0.15120275,validated
AI2-446_PJM_PA_2023.0,AI2-446,PJM,PA,Cambria,PENELEC,,Solar+Battery,150.0,2023.0,0.15120275,validated
AI2-474_PJM_PA_2023.0,AI2-474,PJM,PA,Montour,PPL,,Solar,34.8,2023.0,0.15120275,validated
AI2-472_PJM_PA_2023.0,AI2-472,PJM,PA,Montour,PPL,,Solar,14.5,2023.0,0.15120275,validated
AI2-471_PJM_PA_2023.0,AI2-471,PJM,PA,Montour,PPL,,Solar,29.464,2023.0,0.15120275,validated
AI2-473_PJM_PA_2023.0,AI2-473,PJM,PA,Montour,PPL,,Solar,29.0,2023.0,0.15120275,validated
AI2-462_PJM_IL_2023.0,AI2-462,PJM,IL,Kankakee,ComEd,,Solar,48.0,2023.0,0.15120275,validated
AI2-449_PJM_VA_2023.0,AI2-449,PJM,VA,Prince George,Dominion,,Solar,36.8,2023.0,0.15120275,validated
GEN-2017-075_SPP_OK_2017.0,GEN-2017-075,SPP,OK,Johnston,OGE,,Solar,200.0,2017.0,0.15120275,unvalidated
AI2-475_PJM_PA_2023.0,AI2-475,PJM,PA,Montour,PPL,,Solar,40.6,2023.0,0.15120275,validated
63_West_ID_2018.0,63,West,ID,Kootenai,Avista Utilities,,Hydro,26.0,2018.0,0.15120275,validated
AI2-454_PJM_IL_2023.0,AI2-454,PJM,IL,Grundy,ComEd,,Solar,42.0,2023.0,0.15120275,validated
AI2-451_PJM_OH_2023.0,AI2-451,PJM,OH,Champaign,Dayton,,Solar,13.9,2023.0,0.15120275,validated
AI2-452_PJM_OH_2023.0,AI2-452,PJM,OH,Hardin,AEP,,Solar,51.8,2023.0,0.15120275,validated
AI2-450_PJM_IN_2023.0,AI2-450,PJM,IN,Blackford,AEP,,Wind,48.6,2023.0,0.15120275,validated
AI2-493_PJM_PA_2023.0,AI2-493,PJM,PA,Somerset,PENELEC,,Wind,18.2,2023.0,0.15120275,validated
AI2-453_PJM_OH_2023.0,AI2-453,PJM,OH,Champaign,Dayton,,Solar,28.2,2023.0,0.15120275,validated
1373_ISO-NE_MA_2023.0,1373,ISO-NE,MA,Norfolk,,,Battery,140.479995727539,2023.0,0.15120275,validated
GEN-2018-049_SPP_KS_2018.0,GEN-2018-049,SPP,KS,Sumner,ITCGP,,Solar,120.0,2018.0,0.15120275,unvalidated
GEN-2018-050_SPP_LA_2018.0,GEN-2018-050,SPP,LA,Caddo Parish,AEP,,Solar,200.0,2018.0,0.15120275,unvalidated
GEN-2018-048_SPP_OK_2018.0,GEN-2018-048,SPP,OK,Caddo,OGE,,Solar,300.0,2018.0,0.15120275,unvalidated
GEN-2018-032_SPP_KS_2018.0,GEN-2018-032,SPP,KS,Mcpherson,WERE,,Wind,310.0,2018.0,0.15120275,unvalidated
GEN-2018-033_SPP_NE_2018.0,GEN-2018-033,SPP,NE,Cass,OPPD,,Battery,200.0,2018.0,0.15120275,unvalidated
GEN-2018-029_SPP_OK_2018.0,GEN-2018-029,SPP,OK,Oklahoma,OGE,,Battery,100.0,2018.0,0.15120275,unvalidated
AI2-448_PJM_VA_2023.0,AI2-448,PJM,VA,Buckingham,Dominion,,Solar,36.8,2023.0,0.15120275,validated
AI2-356_PJM_WV_2023.0,AI2-356,PJM,WV,Grant,APS,,Wind,57.2,2023.0,0.15120275,validated
AI2-370_PJM_IL_2023.0,AI2-370,PJM,IL,Ogle,ComEd,,Solar,19.5,2023.0,0.15120275,validated
AI2-360_PJM_WV_2023.0,AI2-360,PJM,WV,Mineral,APS,,Wind,45.9,2023.0,0.15120275,validated
AI2-359_PJM_WV_2023.0,AI2-359,PJM,WV,Mineral,APS,,Wind,13.1,2023.0,0.15120275,validated
AI2-373_PJM_MD_2023.0,AI2-373,PJM,MD,Talbot,DPL,,Solar,23.6,2023.0,0.15120275,validated
AI2-361_PJM_PA_2023.0,AI2-361,PJM,PA,Somerset,PENELEC,,Wind,10.17,2023.0,0.15120275,validated
AI2-386_PJM_PA_2023.0,AI2-386,PJM,PA,Dauphin,PPL,,Solar,20.74,2023.0,0.15120275,validated
AI2-388_PJM_PA_2023.0,AI2-388,PJM,PA,Northumberland,PPL,,Solar,20.15,2023.0,0.15120275,validated
AI2-387_PJM_NJ_2023.0,AI2-387,PJM,NJ,Cumberland,AEC,,Solar,19.8,2023.0,0.15120275,validated
AI2-367_PJM_WV_2023.0,AI2-367,PJM,WV,Jefferson,APS,,Solar,34.0,2023.0,0.15120275,validated
AI2-385_PJM_NJ_2023.0,AI2-385,PJM,NJ,Cumberland,AEC,,Solar,23.57,2023.0,0.15120275,validated
AI2-362_PJM_PA_2023.0,AI2-362,PJM,PA,Somerset,PENELEC,,Wind,13.0,2023.0,0.15120275,validated
AI2-383_PJM_PA_2023.0,AI2-383,PJM,PA,Centre,APS,,Solar,26.29,2023.0,0.15120275,validated
AI2-369_PJM_WV_2023.0,AI2-369,PJM,WV,Mason,AEP,,Solar,29.6,2023.0,0.15120275,validated
AI2-430_PJM_IN_2023.0,AI2-430,PJM,IN,Dekalb,AEP,,Solar,11.0,2023.0,0.15120275,validated
AE1-075_PJM_VA_2018.0,AE1-075,PJM,VA,Powhatan,Dominion,,Solar,18.0,2018.0,0.15120275,validated
20INR0155_ERCOT_TX_2018.0,20INR0155,ERCOT,TX,Matagorda,,"RWE Renewables Development, LLC",Wind,241.2,2018.0,0.15120275,unvalidated_ercot_bias
AE1-103_PJM_VA_2018.0,AE1-103,PJM,VA,Isle Of Wight,Dominion,,Solar,40.0,2018.0,0.15120275,validated
AI2-365_PJM_WV_2023.0,AI2-365,PJM,WV,Preston,APS,,Solar,32.06,2023.0,0.15120275,validated
AI2-357_PJM_IN_2023.0,AI2-357,PJM,IN,Pulaski,AEP,,Solar,18.2,2023.0,0.15120275,validated
AI2-483_PJM_OH_2023.0,AI2-483,PJM,OH,Licking,AEP,,Battery,13.44,2023.0,0.15120275,validated
AI2-482_PJM_PA_2023.0,AI2-482,PJM,PA,Lebanon,ME,,Solar,58.0,2023.0,0.15120275,validated
24INR0545_ERCOT_TX_2023.0,24INR0545,ERCOT,TX,Harris,,"Harris Spencer BESS, LLC",Battery,9.9,2023.0,0.15120275,unvalidated_ercot_bias
AI2-358_PJM_MI_2023.0,AI2-358,PJM,MI,Van Buren,AEP,,Solar,70.0,2023.0,0.15120275,validated
24INR0546_ERCOT_TX_2023.0,24INR0546,ERCOT,TX,Harris,,Harris Centerpoint BESS LLC,Battery,9.9,2023.0,0.15120275,unvalidated_ercot_bias
24INR0508_ERCOT_TX_2023.0,24INR0508,ERCOT,TX,King,,"White Oak Energy, LLC",Wind,606.5,2023.0,0.15120275,unvalidated_ercot_bias
AI2-428_PJM_IL_2023.0,AI2-428,PJM,IL,Bureau,ComEd,,Wind,20.1,2023.0,0.15120275,validated
AI2-429_PJM_IL_2023.0,AI2-429,PJM,IL,Lee,ComEd,,Wind,22.2,2023.0,0.15120275,validated
AI2-391_PJM_VA_2023.0,AI2-391,PJM,VA,Greensville,Dominion,,Solar,13.0,2023.0,0.15120275,validated
1365_ISO-NE_MA_2023.0,1365,ISO-NE,MA,Hampden,,,Battery,301.260009765625,2023.0,0.15120275,validated
AE1-074_PJM_VA_2018.0,AE1-074,PJM,VA,Chesterfield,Dominion,,Solar,20.0,2018.0,0.15120275,validated
C3-161_West_UT_2023.0,C3-161,West,UT,Emery,PacifiCorp,,Solar+Battery,20.0,2023.0,0.15120275,validated
C3-162_West_UT_2023.0,C3-162,West,UT,Emery,PacifiCorp,,Solar+Battery,20.0,2023.0,0.15120275,validated
20INR0069_ERCOT_TX_2018.0,20INR0069,ERCOT,TX,Wharton,,"Danish Fields Solar, LLC",Solar,602.8,2018.0,0.15120275,unvalidated_ercot_bias
25INR0242_ERCOT_TX_2023.0,25INR0242,ERCOT,TX,Fort Bend,,"TX BESS 4, LLC",Battery,71.34,2023.0,0.15120275,unvalidated_ercot_bias
28INR0008_ERCOT_TX_2023.0,28INR0008,ERCOT,TX,Knox,,Rolling Plain Solar,Solar,503.91,2023.0,0.15120275,unvalidated_ercot_bias
23INR0603_ERCOT_TX_2023.0,23INR0603,ERCOT,TX,Brazoria,,IEP Tejas Verde LLC,Battery,9.99,2023.0,0.15120275,unvalidated_ercot_bias
1400_ISO-NE_CT_2023.0,1400,ISO-NE,CT,Hartford,,,Battery,101.970001220703,2023.0,0.15120275,validated
1399_ISO-NE_MA_2023.0,1399,ISO-NE,MA,Hampden,,,Battery,92.438003540039,2023.0,0.15120275,validated
AJ1-009_PJM_NJ_2023.0,AJ1-009,PJM,NJ,Essex,PSEG,,Battery,60.0,2023.0,0.15120275,validated
AE1-004_PJM_VA_2018.0,AE1-004,PJM,VA,King And Queen,Dominion,,Solar,20.0,2018.0,0.15120275,validated
GI-174_Southeast_GA_2023.0,GI-174,Southeast,GA,Emanuel,Georgia Transmission,,Solar+Battery,152.0,2023.0,0.15120275,validated
S1041_MISO_IL_2023.0,S1041,MISO,IL,Ford,AMEREN ILLINOIS,,Other_combined,135.0,2023.0,0.15120275,unvalidated
AJ1-010_PJM_WV_2023.0,AJ1-010,PJM,WV,Mason,AEP,,Solar,35.0,2023.0,0.15120275,validated
23INR0688_ERCOT_TX_2023.0,23INR0688,ERCOT,TX,Ector,,Midway BESS Station LLC,Battery,9.95,2023.0,0.15120275,unvalidated_ercot_bias
GEN-2018-027_SPP_OK_2018.0,GEN-2018-027,SPP,OK,Tulsa,AEP,,Battery,100.0,2018.0,0.15120275,unvalidated
24INR0580_ERCOT_TX_2023.0,24INR0580,ERCOT,TX,Mclennan,,"Texas Bluebonnet Solar Partners, LLC",Solar,9.72,2023.0,0.15120275,unvalidated_ercot_bias
AD2-085_PJM_VA_2018.0,AD2-085,PJM,VA,Isle Of Wight,Dominion,,Solar,51.0,2018.0,0.15120275,validated
726_ISO-NE_MA_2018.0,726,ISO-NE,MA,Plymouth,ISO-NE,,Battery,150.0,2018.0,0.15120275,validated
